4 9.600000
8 33.860000
12 73.786000
16 126.378600
20 150.637860
24 144.563786
28 216.356379
32 263.535638
36 319.153564
40 389.315356
44 481.431536
48 562.043154
52 648.704315
56 803.270432
60 869.527043
64 988.652704
68 1161.065270
72 1280.206527
76 1404.320653
80 1565.532065
84 1743.453207
88 1888.645321
92 2045.964532
96 2247.296453
100 2428.729645
104 2619.272965
108 2831.227296
112 3114.022730
116 3279.502273
120 3492.350227
124 3701.135023
128 3970.513502
132 4224.451350
136 4512.245135
140 4791.624514
144 5141.562451
148 5374.856245
152 5649.185625
156 6030.018562
160 6240.601856
164 6602.560186
168 6939.256019
172 7198.625602
176 7763.762560
180 7964.176256
184 8731.017626
188 8797.501763
192 9199.650176
196 9674.665018
200 10119.066502
204 10723.706650
208 11304.470665
212 11580.747067
216 11959.074707
220 12411.507471
224 12943.450747
228 13309.945075
232 14208.094507
236 14446.109451
240 14899.410945
244 15680.241095
248 16186.424109
252 16524.642411
256 17107.164241
260 17990.216424
264 18462.421642
268 19056.042164
272 19623.404216
276 20286.040422
280 20864.804042
284 21655.480404
288 22349.648040
292 23045.964804
296 23762.496480
300 24499.749648
304 25061.074965
308 25901.707496
312 26493.870750
316 27328.787075
320 28096.778707
324 28760.477871
328 29691.047787
332 30485.404779
336 31106.640478
340 32152.964048
344 32893.796405
348 33644.279640
352 34392.427964
356 35344.142796
360 36294.514280
364 37096.051428
368 38062.605143
372 39040.160514
376 39948.116051
380 40783.511605
384 41791.751161
388 43915.875116
392 43779.887512
396 44472.988751
400 45711.298875
404 46659.329888
408 47709.332989
412 48556.333299
416 49713.533330
420 50687.853333
424 51906.685333
428 52776.468533
432 54376.746853
436 55073.774685
440 55947.677469
444 57250.267747
448 58360.826775
452 59479.182677
456 60502.818268
460 61634.481827
464 62871.748183
468 64190.974818
472 65181.197482
476 66191.219748
480 72762.121975
484 69663.112197
488 70262.611220
492 71482.261122
496 72342.826112
500 73576.482611
504 75224.048261
508 76218.404826
512 77637.240483
516 79950.224048
520 82610.922405
524 84499.292240
528 86592.529224
532 88889.752922
536 91233.275292
540 93282.227529
544 108047.322753
548 99410.032275
552 100517.403228
556 102507.040323
560 104705.204032
564 107283.620403
568 109638.862040
572 111657.286204
576 113717.228620
580 115382.822862
584 117178.082286
588 118942.608229
592 121091.460823
596 122665.246082
600 124145.024608
604 126362.002461
608 132494.500246
612 130147.050025
616 132344.005002
620 135716.600500
624 137843.960050
628 153691.196005
632 142686.319601
636 150473.031960
640 146636.603196
644 147686.860320
648 153100.386032
652 153797.638603
656 157967.563860
660 166405.756386
664 162772.975639
668 164857.497564
672 166858.149756
676 170421.214976
680 171803.021498
684 171648.702150
688 173181.270215
692 175484.927021
696 177117.292702
700 182099.429270
704 184384.642927
708 189569.664293
712 190095.366429
716 194817.636643
720 191864.563664
724 197576.756366
728 217627.075637
732 196517.207564
736 213023.020756
740 210690.302076
744 211753.930208
748 214240.093021
752 213312.909302
756 212417.190930
760 237965.919093
764 219338.391909
768 225674.539191
772 238034.353919
776 247425.035392
780 239995.503539
784 235629.850354
788 238457.785035
792 243903.778504
796 245085.277850
800 261309.227785
