4 12.000000
8 44.100000
12 99.010000
16 152.001000
20 145.100100
24 201.510010
28 291.651001
32 372.265100
36 456.426510
40 609.442651
44 686.444265
48 818.444427
52 978.044443
56 1113.404444
60 1307.640444
64 1458.164044
68 1668.016404
72 1886.101640
76 2092.910164
80 2303.391016
84 2545.639102
88 2792.263910
92 3047.026391
96 3317.402639
100 3629.140264
104 3890.114026
108 4218.111403
112 4535.511140
116 4861.351114
120 5212.735111
124 5561.873511
128 5930.787351
132 6300.178735
136 6682.517874
140 7113.851787
144 7492.785179
148 7903.178518
152 8341.317852
156 8779.731785
160 9241.273179
164 9743.027318
168 10275.502732
172 10685.450273
176 11243.345027
180 11786.934503
184 12352.393450
188 12864.539345
192 13536.353935
196 13936.435393
200 14637.143539
204 15234.314354
208 15806.231435
212 16398.723144
216 17036.972314
220 17608.497231
224 18250.649723
228 18938.764972
232 19597.876497
236 20280.187650
240 20950.818765
244 21696.181876
248 22495.918188
252 23284.691819
256 24030.869182
260 24773.786918
264 25534.678692
268 26288.967869
272 27205.696787
276 27945.869679
280 28793.486968
284 29613.548697
288 30467.854870
292 31248.685487
296 32163.368549
300 32921.136855
304 33687.813685
308 34654.681369
312 35572.968137
316 36391.396814
320 37420.839681
324 38337.783968
328 39302.078397
332 40212.007840
336 41234.000784
340 42236.300078
344 43306.830008
348 44214.783001
352 45246.778300
356 46336.477830
360 47415.947783
364 48411.994778
368 49496.399478
372 50582.339948
376 51821.133995
380 52776.313399
384 53982.931340
388 55115.993134
392 56260.099313
396 57407.309931
400 58609.630993
404 59878.663099
408 62255.466310
412 62387.646631
416 63560.964663
420 64743.196466
424 66075.919647
428 67278.891965
432 68492.289196
436 70075.228920
440 71224.922892
444 72373.692289
448 73655.269229
452 75098.626923
456 76413.662692
460 77795.266269
464 79267.026627
468 80714.202663
472 82255.620266
476 83446.562027
480 85217.356203
484 86650.935620
488 88143.893562
492 89303.089356
496 90847.308936
500 92242.930894
504 93771.693089
508 95578.669309
512 97214.166931
516 98416.316693
520 100029.131669
524 101603.113167
528 103288.011317
532 105007.601132
536 106811.560113
540 108747.056011
544 110802.905601
548 112067.490560
552 113966.649056
556 115703.864906
560 117362.086491
564 119205.008649
568 121204.200865
572 123209.320086
576 124740.832009
580 127013.183201
584 130175.418320
588 131712.941832
592 133017.594183
596 134750.659418
600 139127.765942
604 142171.076594
608 140540.707659
612 143880.870766
616 144203.087077
620 146130.308708
624 149190.130871
628 151105.913087
632 153023.991309
636 154324.999131
640 156398.499913
644 158768.049991
648 162464.604999
652 163423.960500
656 164816.596050
660 167227.759605
664 169543.875960
668 170729.987596
672 173529.498760
676 176450.749876
680 179304.274988
684 182317.427499
688 182319.442750
692 186391.444275
696 190055.844427
700 190083.284443
704 192355.228444
708 194556.222844
712 197567.322284
716 201658.132228
720 200833.513223
724 203463.551322
728 206659.955132
732 211137.095513
736 214199.009551
740 217076.200955
744 221689.520096
748 220995.052010
752 226151.505201
756 226465.150520
760 230919.115052
764 232538.311505
768 234369.831151
772 236574.283115
776 243347.928312
780 244772.992831
784 248823.999283
788 249804.199928
792 252340.719993
796 253249.171999
800 262897.617200
